stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Usuario\Source\Repos\Vanessa-webusr\JogoEmpilha\Release\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78335] removed dtor for sample_instance 055A5E18
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78345] removed dtor for sample_instance 055AF2A8
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.78355] removed dtor for mixer 05574CD8
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [  14.78364] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  14.78372] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [  14.80147] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [  14.80172] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  14.80191] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  14.80202] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [  14.80213] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.80224] removed dtor for voice 05547060
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  14.80233] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [  14.80241] Deallocated voice
audio-dsound D           dsound.cpp:296  _dsound_close                    [  14.80251] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [  14.82983] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [  14.83011] DirectSound closed
